:kbd:`<C-J>`	(And: (Not: Condition), Condition)	Enter, accept input
:kbd:`<C-D>`	(And: Condition, (Or: ViInsertMode, EmacsInsertMode))	Delete character before the cursor
:kbd:`<C-J>`	(And: Condition, (Or: ViInsertMode, EmacsInsertMode))	Newline (in case of multiline input
:kbd:`<Escape> -`	(And: EmacsMode, (Not: HasArg))	
:kbd:`<C-G>`	(And: EmacsMode, (Not: HasSelection))	Control + G: Cancel completion menu and validation state
:kbd:`<C-Q>`	(And: EmacsMode, (Not: HasSelection))	Add the next character typed to the line verbatim
:kbd:`<Escape> <`	(And: EmacsMode, (Not: HasSelection))	Move to the first line in the history
:kbd:`<Escape> >`	(And: EmacsMode, (Not: HasSelection))	Move to the end of the input history, i
:kbd:`-`	(And: EmacsMode, Condition)	When '-' is typed again, after exactly '-' has been given as an argument, ignore this
:kbd:`<C-Delete>`	(And: EmacsMode, EmacsInsertMode)	Kill from point to the end of the current word, or if between words, to the end of the next word
:kbd:`<C-Underscore>`	(And: EmacsMode, EmacsInsertMode)	Incremental undo
:kbd:`<C-X> <C-U>`	(And: EmacsMode, EmacsInsertMode)	Incremental undo
:kbd:`<C-X> r y`	(And: EmacsMode, EmacsInsertMode)	Paste before cursor
:kbd:`<C-Y>`	(And: EmacsMode, EmacsInsertMode)	Paste before cursor
:kbd:`<Escape> #`	(And: EmacsMode, EmacsInsertMode)	Without numeric argument, comment all lines
:kbd:`<Escape> *`	(And: EmacsMode, EmacsInsertMode)	`meta-*`: Insert all possible completions of the preceding text
:kbd:`<Escape> .`	(And: EmacsMode, EmacsInsertMode)	Like `yank_nth_arg`, but if no argument has been given, yank the last word of each line
:kbd:`<Escape> /`	(And: EmacsMode, EmacsInsertMode)	M-/: Complete
:kbd:`<Escape> <Backspace>`	(And: EmacsMode, EmacsInsertMode)	Kills the word before point, using "not a letter nor a digit" as a word boundary
:kbd:`<Escape> <C-H>`	(And: EmacsMode, EmacsInsertMode)	Kills the word before point, using "not a letter nor a digit" as a word boundary
:kbd:`<Escape> <C-Y>`	(And: EmacsMode, EmacsInsertMode)	Insert the first argument of the previous command
:kbd:`<Escape> \\`	(And: EmacsMode, EmacsInsertMode)	Delete all spaces and tabs around point
:kbd:`<Escape> _`	(And: EmacsMode, EmacsInsertMode)	Like `yank_nth_arg`, but if no argument has been given, yank the last word of each line
:kbd:`<Escape> c`	(And: EmacsMode, EmacsInsertMode)	Capitalize the current (or following) word
:kbd:`<Escape> d`	(And: EmacsMode, EmacsInsertMode)	Kill from point to the end of the current word, or if between words, to the end of the next word
:kbd:`<Escape> l`	(And: EmacsMode, EmacsInsertMode)	Lowercase the current (or following) word
:kbd:`<Escape> t`	(And: EmacsMode, EmacsInsertMode)	Swap the last two words before the cursor
:kbd:`<Escape> u`	(And: EmacsMode, EmacsInsertMode)	Uppercase the current (or following) word
:kbd:`<Escape> y`	(And: EmacsMode, EmacsInsertMode)	Rotate the kill ring, and yank the new top
:kbd:`<Escape> <C-J>`	(And: EmacsMode, EmacsInsertMode, Condition)	Accept the line regardless of where the cursor is
:kbd:`<C-C>`	(And: EmacsMode, HasFocus)	Abort an incremental search and restore the original line
:kbd:`<C-G>`	(And: EmacsMode, HasFocus)	Abort an incremental search and restore the original line
:kbd:`<C-J>`	(And: EmacsMode, HasFocus)	When enter pressed in isearch, quit isearch mode
:kbd:`<C-C> <`	(And: EmacsMode, HasSelection)	Unindent selected text
:kbd:`<C-C> >`	(And: EmacsMode, HasSelection)	Indent selected text
:kbd:`<C-G>`	(And: EmacsMode, HasSelection)	Cancel selection
:kbd:`<C-W>`	(And: EmacsMode, HasSelection)	Cut selected text
